Protein accession	Sequence MD5 digest	sequence length	Analysis	Signature accession	signature description	Start location	Stop location	Score	Status	Data	InterPro annotations accession	InterPro annotations description	NCBI annotation	species
gi|941355196|dbj|BAT21732.1|	618bbcb4517bb5ba47873d91319b5467	938	SMART	SM00825	Beta-ketoacyl synthase	222	631	1.20E-13	T	09-08-2021	IPR020841	"Polyketide synthase, beta-ketoacyl synthase domain"	"polyketide synthase, partial [Karenia mikimotoi]"	Karenia mikimotoi
gi|941355196|dbj|BAT21732.1|	618bbcb4517bb5ba47873d91319b5467	938	SUPERFAMILY	SSF53901	Thiolase-like	221	469	1.20E-30	T	09-08-2021	IPR016039	Thiolase-like	"polyketide synthase, partial [Karenia mikimotoi]"	Karenia mikimotoi
gi|941355196|dbj|BAT21732.1|	618bbcb4517bb5ba47873d91319b5467	938	Gene3D	G3DSA:3.40.47.10	-	219	692	5.80E-72	T	09-08-2021	IPR016039	Thiolase-like	"polyketide synthase, partial [Karenia mikimotoi]"	Karenia mikimotoi
gi|941355196|dbj|BAT21732.1|	618bbcb4517bb5ba47873d91319b5467	938	SUPERFAMILY	SSF53901	Thiolase-like	440	648	1.31E-22	T	09-08-2021	IPR016039	Thiolase-like	"polyketide synthase, partial [Karenia mikimotoi]"	Karenia mikimotoi
gi|941355196|dbj|BAT21732.1|	618bbcb4517bb5ba47873d91319b5467	938	MobiDBLite	mobidb-lite	consensus disorder prediction	740	759	-	T	09-08-2021	-	-	"polyketide synthase, partial [Karenia mikimotoi]"	Karenia mikimotoi
gi|941355196|dbj|BAT21732.1|	618bbcb4517bb5ba47873d91319b5467	938	Pfam	PF02801	"Beta-ketoacyl synthase, C-terminal domain"	493	606	4.30E-14	T	09-08-2021	IPR014031	"Beta-ketoacyl synthase, C-terminal"	"polyketide synthase, partial [Karenia mikimotoi]"	Karenia mikimotoi
gi|941355196|dbj|BAT21732.1|	618bbcb4517bb5ba47873d91319b5467	938	Pfam	PF00109	"Beta-ketoacyl synthase, N-terminal domain"	221	470	7.70E-29	T	09-08-2021	IPR014030	"Beta-ketoacyl synthase, N-terminal"	"polyketide synthase, partial [Karenia mikimotoi]"	Karenia mikimotoi
gi|941355196|dbj|BAT21732.1|	618bbcb4517bb5ba47873d91319b5467	938	TIGRFAM	TIGR04556	PKS_assoc: polyketide synthase-associated domain	4	156	5.80E-36	T	09-08-2021	IPR030834	Polyketide synthase-associated domain	"polyketide synthase, partial [Karenia mikimotoi]"	Karenia mikimotoi
gi|941355196|dbj|BAT21732.1|	618bbcb4517bb5ba47873d91319b5467	938	CDD	cd00833	PKS	236	651	9.83E-57	T	09-08-2021	-	-	"polyketide synthase, partial [Karenia mikimotoi]"	Karenia mikimotoi
Cluster-13398.26763	3e94ae299c0e863b535a80fc10e965f1	1216	Gene3D	G3DSA:3.40.47.10	-	339	765	2.70E-96	T	09-08-2021	IPR016039	Thiolase-like	predicted ORF protein	Gambierdiscus caribaeus
Cluster-13398.26763	3e94ae299c0e863b535a80fc10e965f1	1216	TIGRFAM	TIGR04556	PKS_assoc: polyketide synthase-associated domain	77	305	4.30E-45	T	09-08-2021	IPR030834	Polyketide synthase-associated domain	predicted ORF protein	Gambierdiscus caribaeus
Cluster-13398.26763	3e94ae299c0e863b535a80fc10e965f1	1216	CDD	cd00833	PKS	346	747	7.24E-97	T	09-08-2021	-	-	predicted ORF protein	Gambierdiscus caribaeus
Cluster-13398.26763	3e94ae299c0e863b535a80fc10e965f1	1216	Pfam	PF02801	"Beta-ketoacyl synthase, C-terminal domain"	591	705	1.80E-27	T	09-08-2021	IPR014031	"Beta-ketoacyl synthase, C-terminal"	predicted ORF protein	Gambierdiscus caribaeus
Cluster-13398.26763	3e94ae299c0e863b535a80fc10e965f1	1216	PANTHER	PTHR43775	FATTY ACID SYNTHASE	358	749	1.10E-93	T	09-08-2021	-	-	predicted ORF protein	Gambierdiscus caribaeus
Cluster-13398.26763	3e94ae299c0e863b535a80fc10e965f1	1216	SUPERFAMILY	SSF53901	Thiolase-like	357	747	5.05E-42	T	09-08-2021	IPR016039	Thiolase-like	predicted ORF protein	Gambierdiscus caribaeus
Cluster-13398.26763	3e94ae299c0e863b535a80fc10e965f1	1216	SMART	SM00825	Beta-ketoacyl synthase	341	749	1.40E-26	T	09-08-2021	IPR020841	"Polyketide synthase, beta-ketoacyl synthase domain"	predicted ORF protein	Gambierdiscus caribaeus
Cluster-13398.26763	3e94ae299c0e863b535a80fc10e965f1	1216	Gene3D	G3DSA:2.60.120.620	q2cbj1_9rhob like domain	92	319	2.00E-07	T	09-08-2021	-	-	predicted ORF protein	Gambierdiscus caribaeus
Cluster-13398.26763	3e94ae299c0e863b535a80fc10e965f1	1216	Pfam	PF00109	"Beta-ketoacyl synthase, N-terminal domain"	341	567	6.50E-28	T	09-08-2021	IPR014030	"Beta-ketoacyl synthase, N-terminal"	predicted ORF protein	Gambierdiscus caribaeus
Cluster-13398.26763	3e94ae299c0e863b535a80fc10e965f1	1216	ProSitePatterns	PS00606	Beta-ketoacyl synthases active site.	484	500	-	T	09-08-2021	IPR018201	"Beta-ketoacyl synthase, active site"	predicted ORF protein	Gambierdiscus caribaeus
Cluster-13398.40923	383b0bd2f66de2e5a17bd6fa505e9f38	664	PANTHER	PTHR43775	FATTY ACID SYNTHASE	22	185	1.10E-44	T	09-08-2021	-	-	predicted ORF protein	Gambierdiscus caribaeus
Cluster-13398.40923	383b0bd2f66de2e5a17bd6fa505e9f38	664	SMART	SM00825	Beta-ketoacyl synthase	1	190	2.70E-07	T	09-08-2021	IPR020841	"Polyketide synthase, beta-ketoacyl synthase domain"	predicted ORF protein	Gambierdiscus caribaeus
Cluster-13398.40923	383b0bd2f66de2e5a17bd6fa505e9f38	664	Pfam	PF02801	"Beta-ketoacyl synthase, C-terminal domain"	30	143	2.50E-29	T	09-08-2021	IPR014031	"Beta-ketoacyl synthase, C-terminal"	predicted ORF protein	Gambierdiscus caribaeus
Cluster-13398.40923	383b0bd2f66de2e5a17bd6fa505e9f38	664	SUPERFAMILY	SSF53901	Thiolase-like	30	185	2.91E-36	T	09-08-2021	IPR016039	Thiolase-like	predicted ORF protein	Gambierdiscus caribaeus
Cluster-13398.40923	383b0bd2f66de2e5a17bd6fa505e9f38	664	Gene3D	G3DSA:3.40.47.10	-	17	240	8.70E-49	T	09-08-2021	IPR016039	Thiolase-like	predicted ORF protein	Gambierdiscus caribaeus
Cluster-13398.40923	383b0bd2f66de2e5a17bd6fa505e9f38	664	PANTHER	PTHR43775:SF37	POLYKETIDE SYNTHASE	22	185	1.10E-44	T	09-08-2021	-	-	predicted ORF protein	Gambierdiscus caribaeus
gi|1149076408|gb|AQS99176.1|	a70d832206bfffc6c78fc45a518ebbf6	506	Pfam	PF00109	"Beta-ketoacyl synthase, N-terminal domain"	91	339	1.40E-53	T	09-08-2021	IPR014030	"Beta-ketoacyl synthase, N-terminal"	3-ketoacyl acyl carrier protein synthase II [Gambierdiscus australes]	Gambierdiscus australes
gi|1149076408|gb|AQS99176.1|	a70d832206bfffc6c78fc45a518ebbf6	506	PANTHER	PTHR11712	POLYKETIDE SYNTHASE-RELATED	72	505	0	T	09-08-2021	IPR000794	Beta-ketoacyl synthase	3-ketoacyl acyl carrier protein synthase II [Gambierdiscus australes]	Gambierdiscus australes
gi|1149076408|gb|AQS99176.1|	a70d832206bfffc6c78fc45a518ebbf6	506	CDD	cd00834	KAS_I_II	91	501	0	T	09-08-2021	IPR000794	Beta-ketoacyl synthase	3-ketoacyl acyl carrier protein synthase II [Gambierdiscus australes]	Gambierdiscus australes
gi|1149076408|gb|AQS99176.1|	a70d832206bfffc6c78fc45a518ebbf6	506	Gene3D	G3DSA:3.40.47.10	-	69	505	1.60E-128	T	09-08-2021	IPR016039	Thiolase-like	3-ketoacyl acyl carrier protein synthase II [Gambierdiscus australes]	Gambierdiscus australes
gi|1149076408|gb|AQS99176.1|	a70d832206bfffc6c78fc45a518ebbf6	506	Pfam	PF02801	"Beta-ketoacyl synthase, C-terminal domain"	347	462	9.80E-35	T	09-08-2021	IPR014031	"Beta-ketoacyl synthase, C-terminal"	3-ketoacyl acyl carrier protein synthase II [Gambierdiscus australes]	Gambierdiscus australes
gi|1149076408|gb|AQS99176.1|	a70d832206bfffc6c78fc45a518ebbf6	506	ProSitePatterns	PS00606	Beta-ketoacyl synthases active site.	247	263	-	T	09-08-2021	IPR018201	"Beta-ketoacyl synthase, active site"	3-ketoacyl acyl carrier protein synthase II [Gambierdiscus australes]	Gambierdiscus australes
gi|1149076408|gb|AQS99176.1|	a70d832206bfffc6c78fc45a518ebbf6	506	SUPERFAMILY	SSF53901	Thiolase-like	91	344	8.64E-68	T	09-08-2021	IPR016039	Thiolase-like	3-ketoacyl acyl carrier protein synthase II [Gambierdiscus australes]	Gambierdiscus australes
gi|1149076408|gb|AQS99176.1|	a70d832206bfffc6c78fc45a518ebbf6	506	TIGRFAM	TIGR03150	fabF: beta-ketoacyl-acyl-carrier-protein synthase II	91	502	0	T	09-08-2021	IPR017568	3-oxoacyl-[acyl-carrier-protein] synthase 2	3-ketoacyl acyl carrier protein synthase II [Gambierdiscus australes]	Gambierdiscus australes
gi|1149076408|gb|AQS99176.1|	a70d832206bfffc6c78fc45a518ebbf6	506	SUPERFAMILY	SSF53901	Thiolase-like	307	504	4.66E-64	T	09-08-2021	IPR016039	Thiolase-like	3-ketoacyl acyl carrier protein synthase II [Gambierdiscus australes]	Gambierdiscus australes
gi|1149076408|gb|AQS99176.1|	a70d832206bfffc6c78fc45a518ebbf6	506	SMART	SM00825	Beta-ketoacyl synthase	93	506	8.20E-17	T	09-08-2021	IPR020841	"Polyketide synthase, beta-ketoacyl synthase domain"	3-ketoacyl acyl carrier protein synthase II [Gambierdiscus australes]	Gambierdiscus australes
gi|1149076408|gb|AQS99176.1|	a70d832206bfffc6c78fc45a518ebbf6	506	PANTHER	PTHR11712:SF226	"3-OXOACYL-[ACYL-CARRIER-PROTEIN] SYNTHASE I, CHLOROPLASTIC"	72	505	0	T	09-08-2021	-	-	3-ketoacyl acyl carrier protein synthase II [Gambierdiscus australes]	Gambierdiscus australes
gi|1149076590|gb|AQS99267.1|	5801b8134711b8ca6e09a81c5bcf9d1b	636	Pfam	PF08659	KR domain	291	483	1.00E-35	T	09-08-2021	IPR013968	"Polyketide synthase, ketoreductase domain"	type I polyketide synthase ketoyl reductase domain protein [Gambierdiscus polynesiensis]	Gambierdiscus polynesiensis
gi|1149076590|gb|AQS99267.1|	5801b8134711b8ca6e09a81c5bcf9d1b	636	CDD	cd05274	KR_FAS_SDR_x	210	531	8.92E-43	T	09-08-2021	-	-	type I polyketide synthase ketoyl reductase domain protein [Gambierdiscus polynesiensis]	Gambierdiscus polynesiensis
gi|1149076590|gb|AQS99267.1|	5801b8134711b8ca6e09a81c5bcf9d1b	636	PANTHER	PTHR43775	FATTY ACID SYNTHASE	287	536	3.70E-37	T	09-08-2021	-	-	type I polyketide synthase ketoyl reductase domain protein [Gambierdiscus polynesiensis]	Gambierdiscus polynesiensis
gi|1149076590|gb|AQS99267.1|	5801b8134711b8ca6e09a81c5bcf9d1b	636	Gene3D	G3DSA:3.40.50.720	-	66	550	2.60E-60	T	09-08-2021	-	-	type I polyketide synthase ketoyl reductase domain protein [Gambierdiscus polynesiensis]	Gambierdiscus polynesiensis
gi|1149076590|gb|AQS99267.1|	5801b8134711b8ca6e09a81c5bcf9d1b	636	SMART	SM00822	This enzymatic domain is part of bacterial polyketide synthases and catalyses the first step in the reductive modification of the beta-carbonyl centres in the growing polyketide chain. It uses NADPH to reduce the keto group to a hydroxy group.	291	485	3.20E-17	T	09-08-2021	-	-	type I polyketide synthase ketoyl reductase domain protein [Gambierdiscus polynesiensis]	Gambierdiscus polynesiensis
gi|1149076590|gb|AQS99267.1|	5801b8134711b8ca6e09a81c5bcf9d1b	636	SUPERFAMILY	SSF51735	NAD(P)-binding Rossmann-fold domains	333	502	5.17E-28	T	09-08-2021	IPR036291	NAD(P)-binding domain superfamily	type I polyketide synthase ketoyl reductase domain protein [Gambierdiscus polynesiensis]	Gambierdiscus polynesiensis
gi|1149076404|gb|AQS99174.1|	a2c1457d77623e4c4db76b058d896828	959	TIGRFAM	TIGR04556	PKS_assoc: polyketide synthase-associated domain	83	316	3.60E-70	T	09-08-2021	IPR030834	Polyketide synthase-associated domain	type I polyketide synthase [Gambierdiscus excentricus]	Gambierdiscus excentricus
gi|1149076404|gb|AQS99174.1|	a2c1457d77623e4c4db76b058d896828	959	Pfam	PF00109	"Beta-ketoacyl synthase, N-terminal domain"	363	595	1.00E-31	T	09-08-2021	IPR014030	"Beta-ketoacyl synthase, N-terminal"	type I polyketide synthase [Gambierdiscus excentricus]	Gambierdiscus excentricus
gi|1149076404|gb|AQS99174.1|	a2c1457d77623e4c4db76b058d896828	959	SUPERFAMILY	SSF53901	Thiolase-like	344	713	1.01E-41	T	09-08-2021	IPR016039	Thiolase-like	type I polyketide synthase [Gambierdiscus excentricus]	Gambierdiscus excentricus
gi|1149076404|gb|AQS99174.1|	a2c1457d77623e4c4db76b058d896828	959	PANTHER	PTHR43775	FATTY ACID SYNTHASE	352	765	1.80E-100	T	09-08-2021	-	-	type I polyketide synthase [Gambierdiscus excentricus]	Gambierdiscus excentricus
gi|1149076404|gb|AQS99174.1|	a2c1457d77623e4c4db76b058d896828	959	CDD	cd00833	PKS	355	765	5.35E-94	T	09-08-2021	-	-	type I polyketide synthase [Gambierdiscus excentricus]	Gambierdiscus excentricus
gi|1149076404|gb|AQS99174.1|	a2c1457d77623e4c4db76b058d896828	959	Pfam	PF02801	"Beta-ketoacyl synthase, C-terminal domain"	606	720	2.40E-27	T	09-08-2021	IPR014031	"Beta-ketoacyl synthase, C-terminal"	type I polyketide synthase [Gambierdiscus excentricus]	Gambierdiscus excentricus
gi|1149076404|gb|AQS99174.1|	a2c1457d77623e4c4db76b058d896828	959	Gene3D	G3DSA:3.40.47.10	-	344	802	7.90E-104	T	09-08-2021	IPR016039	Thiolase-like	type I polyketide synthase [Gambierdiscus excentricus]	Gambierdiscus excentricus
gi|1149076404|gb|AQS99174.1|	a2c1457d77623e4c4db76b058d896828	959	SMART	SM00825	Beta-ketoacyl synthase	355	767	1.70E-30	T	09-08-2021	IPR020841	"Polyketide synthase, beta-ketoacyl synthase domain"	type I polyketide synthase [Gambierdiscus excentricus]	Gambierdiscus excentricus
gi|1842959110|gb|QJU71796.1|	7939aecddf99eed1881650e4a01397fb	506	SUPERFAMILY	SSF53901	Thiolase-like	307	504	5.01E-65	T	09-08-2021	IPR016039	Thiolase-like	3-oxoacyl carrier protein synthase [Gambierdiscus polynesiensis]	Gambierdiscus polynesiensis
gi|1842959110|gb|QJU71796.1|	7939aecddf99eed1881650e4a01397fb	506	MobiDBLite	mobidb-lite	consensus disorder prediction	1	22	-	T	09-08-2021	-	-	3-oxoacyl carrier protein synthase [Gambierdiscus polynesiensis]	Gambierdiscus polynesiensis
gi|1842959110|gb|QJU71796.1|	7939aecddf99eed1881650e4a01397fb	506	PANTHER	PTHR11712	POLYKETIDE SYNTHASE-RELATED	78	504	0	T	09-08-2021	IPR000794	Beta-ketoacyl synthase	3-oxoacyl carrier protein synthase [Gambierdiscus polynesiensis]	Gambierdiscus polynesiensis
gi|1842959110|gb|QJU71796.1|	7939aecddf99eed1881650e4a01397fb	506	SMART	SM00825	Beta-ketoacyl synthase	93	506	1.20E-17	T	09-08-2021	IPR020841	"Polyketide synthase, beta-ketoacyl synthase domain"	3-oxoacyl carrier protein synthase [Gambierdiscus polynesiensis]	Gambierdiscus polynesiensis
gi|1842959110|gb|QJU71796.1|	7939aecddf99eed1881650e4a01397fb	506	Pfam	PF00109	"Beta-ketoacyl synthase, N-terminal domain"	91	339	1.30E-55	T	09-08-2021	IPR014030	"Beta-ketoacyl synthase, N-terminal"	3-oxoacyl carrier protein synthase [Gambierdiscus polynesiensis]	Gambierdiscus polynesiensis
gi|1842959110|gb|QJU71796.1|	7939aecddf99eed1881650e4a01397fb	506	CDD	cd00834	KAS_I_II	91	501	0	T	09-08-2021	IPR000794	Beta-ketoacyl synthase	3-oxoacyl carrier protein synthase [Gambierdiscus polynesiensis]	Gambierdiscus polynesiensis
gi|1842959110|gb|QJU71796.1|	7939aecddf99eed1881650e4a01397fb	506	SUPERFAMILY	SSF53901	Thiolase-like	91	342	1.95E-68	T	09-08-2021	IPR016039	Thiolase-like	3-oxoacyl carrier protein synthase [Gambierdiscus polynesiensis]	Gambierdiscus polynesiensis
gi|1842959110|gb|QJU71796.1|	7939aecddf99eed1881650e4a01397fb	506	PANTHER	PTHR11712:SF332	"3-OXOACYL-[ACYL-CARRIER-PROTEIN] SYNTHASE II, CHLOROPLASTIC"	78	504	0	T	09-08-2021	-	-	3-oxoacyl carrier protein synthase [Gambierdiscus polynesiensis]	Gambierdiscus polynesiensis
gi|1842959110|gb|QJU71796.1|	7939aecddf99eed1881650e4a01397fb	506	ProSitePatterns	PS00606	Beta-ketoacyl synthases active site.	247	263	-	T	09-08-2021	IPR018201	"Beta-ketoacyl synthase, active site"	3-oxoacyl carrier protein synthase [Gambierdiscus polynesiensis]	Gambierdiscus polynesiensis
gi|1842959110|gb|QJU71796.1|	7939aecddf99eed1881650e4a01397fb	506	Gene3D	G3DSA:3.40.47.10	-	69	505	6.00E-130	T	09-08-2021	IPR016039	Thiolase-like	3-oxoacyl carrier protein synthase [Gambierdiscus polynesiensis]	Gambierdiscus polynesiensis
gi|1842959110|gb|QJU71796.1|	7939aecddf99eed1881650e4a01397fb	506	Pfam	PF02801	"Beta-ketoacyl synthase, C-terminal domain"	347	462	1.10E-34	T	09-08-2021	IPR014031	"Beta-ketoacyl synthase, C-terminal"	3-oxoacyl carrier protein synthase [Gambierdiscus polynesiensis]	Gambierdiscus polynesiensis
gi|1842959110|gb|QJU71796.1|	7939aecddf99eed1881650e4a01397fb	506	TIGRFAM	TIGR03150	fabF: beta-ketoacyl-acyl-carrier-protein synthase II	91	502	0	T	09-08-2021	IPR017568	3-oxoacyl-[acyl-carrier-protein] synthase 2	3-oxoacyl carrier protein synthase [Gambierdiscus polynesiensis]	Gambierdiscus polynesiensis
Cluster-13398.46718	3fddc4dbc17a1e77154ad481931fa21e	955	CDD	cd00833	PKS	351	762	1.38E-98	T	09-08-2021	-	-	predicted ORF protein	Gambierdiscus caribaeus
Cluster-13398.46718	3fddc4dbc17a1e77154ad481931fa21e	955	MobiDBLite	mobidb-lite	consensus disorder prediction	789	814	-	T	09-08-2021	-	-	predicted ORF protein	Gambierdiscus caribaeus
Cluster-13398.46718	3fddc4dbc17a1e77154ad481931fa21e	955	PANTHER	PTHR43775	FATTY ACID SYNTHASE	333	762	7.00E-106	T	09-08-2021	-	-	predicted ORF protein	Gambierdiscus caribaeus
Cluster-13398.46718	3fddc4dbc17a1e77154ad481931fa21e	955	Pfam	PF02801	"Beta-ketoacyl synthase, C-terminal domain"	601	717	4.90E-30	T	09-08-2021	IPR014031	"Beta-ketoacyl synthase, C-terminal"	predicted ORF protein	Gambierdiscus caribaeus
Cluster-13398.46718	3fddc4dbc17a1e77154ad481931fa21e	955	SMART	SM00825	Beta-ketoacyl synthase	351	761	3.30E-32	T	09-08-2021	IPR020841	"Polyketide synthase, beta-ketoacyl synthase domain"	predicted ORF protein	Gambierdiscus caribaeus
Cluster-13398.46718	3fddc4dbc17a1e77154ad481931fa21e	955	SUPERFAMILY	SSF53901	Thiolase-like	348	706	1.98E-47	T	09-08-2021	IPR016039	Thiolase-like	predicted ORF protein	Gambierdiscus caribaeus
Cluster-13398.46718	3fddc4dbc17a1e77154ad481931fa21e	955	Pfam	PF00109	"Beta-ketoacyl synthase, N-terminal domain"	348	593	3.40E-40	T	09-08-2021	IPR014030	"Beta-ketoacyl synthase, N-terminal"	predicted ORF protein	Gambierdiscus caribaeus
Cluster-13398.46718	3fddc4dbc17a1e77154ad481931fa21e	955	Gene3D	G3DSA:2.60.40.10	Immunoglobulins	842	915	1.60E-06	T	09-08-2021	IPR013783	Immunoglobulin-like fold	predicted ORF protein	Gambierdiscus caribaeus
Cluster-13398.46718	3fddc4dbc17a1e77154ad481931fa21e	955	Gene3D	G3DSA:3.40.47.10	-	344	769	4.70E-108	T	09-08-2021	IPR016039	Thiolase-like	predicted ORF protein	Gambierdiscus caribaeus
Cluster-13398.46718	3fddc4dbc17a1e77154ad481931fa21e	955	SUPERFAMILY	SSF81296	E set domains	853	910	9.80E-05	T	09-08-2021	IPR014756	Immunoglobulin E-set	predicted ORF protein	Gambierdiscus caribaeus
Cluster-13398.46718	3fddc4dbc17a1e77154ad481931fa21e	955	TIGRFAM	TIGR04556	PKS_assoc: polyketide synthase-associated domain	81	313	2.60E-64	T	09-08-2021	IPR030834	Polyketide synthase-associated domain	predicted ORF protein	Gambierdiscus caribaeus
Cluster-13398.46718	3fddc4dbc17a1e77154ad481931fa21e	955	CDD	cd02859	E_set_AMPKbeta_like_N	853	895	3.62E-06	T	09-08-2021	-	-	predicted ORF protein	Gambierdiscus caribaeus
Cluster-24397.1	1e068d99024b614c10f6e6137f3f7f76	139	MobiDBLite	mobidb-lite	consensus disorder prediction	45	74	-	T	09-08-2021	-	-	predicted ORF protein	Gambierdiscus caribaeus
Cluster-24397.1	1e068d99024b614c10f6e6137f3f7f76	139	ProSiteProfiles	PS51257	Prokaryotic membrane lipoprotein lipid attachment site profile.	1	35	6	T	09-08-2021	-	-	predicted ORF protein	Gambierdiscus caribaeus
Cluster-24397.1	1e068d99024b614c10f6e6137f3f7f76	139	MobiDBLite	mobidb-lite	consensus disorder prediction	116	139	-	T	09-08-2021	-	-	predicted ORF protein	Gambierdiscus caribaeus
Cluster-24397.1	1e068d99024b614c10f6e6137f3f7f76	139	MobiDBLite	mobidb-lite	consensus disorder prediction	116	131	-	T	09-08-2021	-	-	predicted ORF protein	Gambierdiscus caribaeus
Cluster-13398.13572	4859867c64239143ea20475cc8625e7a	1647	MobiDBLite	mobidb-lite	consensus disorder prediction	1075	1094	-	T	09-08-2021	-	-	predicted ORF protein	Gambierdiscus caribaeus
Cluster-13398.13572	4859867c64239143ea20475cc8625e7a	1647	SUPERFAMILY	SSF53901	Thiolase-like	286	669	1.47E-42	T	09-08-2021	IPR016039	Thiolase-like	predicted ORF protein	Gambierdiscus caribaeus
Cluster-13398.13572	4859867c64239143ea20475cc8625e7a	1647	Pfam	PF02801	"Beta-ketoacyl synthase, C-terminal domain"	565	681	1.50E-18	T	09-08-2021	IPR014031	"Beta-ketoacyl synthase, C-terminal"	predicted ORF protein	Gambierdiscus caribaeus
Cluster-13398.13572	4859867c64239143ea20475cc8625e7a	1647	CDD	cd00833	PKS	291	727	5.59E-76	T	09-08-2021	-	-	predicted ORF protein	Gambierdiscus caribaeus
Cluster-13398.13572	4859867c64239143ea20475cc8625e7a	1647	MobiDBLite	mobidb-lite	consensus disorder prediction	1051	1136	-	T	09-08-2021	-	-	predicted ORF protein	Gambierdiscus caribaeus
Cluster-13398.13572	4859867c64239143ea20475cc8625e7a	1647	MobiDBLite	mobidb-lite	consensus disorder prediction	1102	1117	-	T	09-08-2021	-	-	predicted ORF protein	Gambierdiscus caribaeus
Cluster-13398.13572	4859867c64239143ea20475cc8625e7a	1647	PANTHER	PTHR43775	FATTY ACID SYNTHASE	274	752	6.50E-71	T	09-08-2021	-	-	predicted ORF protein	Gambierdiscus caribaeus
Cluster-13398.13572	4859867c64239143ea20475cc8625e7a	1647	MobiDBLite	mobidb-lite	consensus disorder prediction	1175	1221	-	T	09-08-2021	-	-	predicted ORF protein	Gambierdiscus caribaeus
Cluster-13398.13572	4859867c64239143ea20475cc8625e7a	1647	SMART	SM00825	Beta-ketoacyl synthase	292	728	4.60E-22	T	09-08-2021	IPR020841	"Polyketide synthase, beta-ketoacyl synthase domain"	predicted ORF protein	Gambierdiscus caribaeus
Cluster-13398.13572	4859867c64239143ea20475cc8625e7a	1647	Gene3D	G3DSA:3.40.47.10	-	284	741	2.20E-93	T	09-08-2021	IPR016039	Thiolase-like	predicted ORF protein	Gambierdiscus caribaeus
Cluster-13398.13572	4859867c64239143ea20475cc8625e7a	1647	TIGRFAM	TIGR04556	PKS_assoc: polyketide synthase-associated domain	15	222	2.80E-27	T	09-08-2021	IPR030834	Polyketide synthase-associated domain	predicted ORF protein	Gambierdiscus caribaeus
Cluster-13398.13572	4859867c64239143ea20475cc8625e7a	1647	Pfam	PF00109	"Beta-ketoacyl synthase, N-terminal domain"	291	539	8.90E-34	T	09-08-2021	IPR014030	"Beta-ketoacyl synthase, N-terminal"	predicted ORF protein	Gambierdiscus caribaeus
gi|941355192|dbj|BAT21730.1|	0a3ace45b73201a38705574751d68291	1033	CDD	cd00833	PKS	291	717	2.94E-84	T	09-08-2021	-	-	"polyketide synthase, partial [Karenia mikimotoi]"	Karenia mikimotoi
gi|941355192|dbj|BAT21730.1|	0a3ace45b73201a38705574751d68291	1033	Pfam	PF02801	"Beta-ketoacyl synthase, C-terminal domain"	556	671	5.80E-18	T	09-08-2021	IPR014031	"Beta-ketoacyl synthase, C-terminal"	"polyketide synthase, partial [Karenia mikimotoi]"	Karenia mikimotoi
